hgnc_symbol	adipose	colon	heart	hypothalamus	kidney	liver	lung	ovary	skeletalmuscle	spleen	testes
ATP13A4	0	0.313	0	1.613	0.113	0.057	5.69	0	0	0.036	0.231
ATP1A1	8.25	36.313	31.316	43.443	108.662	24.401	25.064	11.032	3.087	16.09	21.73
ATP1A4	0.067	0	0	0.039	0	0	0	0	0.329	0	0.424
ATP2A2	7.29	7.61	96.539	31.657	10.837	11.006	10.023	9.785	58.126	14.217	15.219
ATP2A3	0.07	2.36	0.16	0.108	0.159	0.087	0.43	0.082	0	1.606	0.052
ATP2A3	0.061	2.33	0.139	0.125	0.157	0.075	0.426	0.079	0	1.756	0.087
ATP2B1	4.253	4.477	6.182	36.977	8.547	3.874	9.757	5.512	8.311	17.212	18.93
ATP2B3	0.017	0.063	0.006	3.13	0.011	0	0	0	0	0.008	0.029
ATP2C2	0.022	7.589	0.006	0.526	0.208	0.072	1.702	0.034	0.02	0.038	0.083
ATP5A1	35.146	28.885	149.964	66.938	90.145	53.675	23.791	28.464	64.561	37.944	35.446
ATP5C1	16.309	14.742	31.281	26.946	23.718	31.711	7.616	8.198	12.769	15.999	11.194
ATP5D	0.262	0.661	0.373	0.758	0.477	0.637	0.484	0.247	1.525	0.363	0.224
ATP5E	75.113	34.039	101.927	88.046	51.088	93.268	35.695	20.273	37.33	67.536	23.692
ATP5E	71.349	32.334	96.819	83.633	48.528	88.594	33.906	19.257	35.46	64.151	22.505
ATP5EP2	0.1	0.28	0.709	0.309	0.252	0.55	0.154	0	0	0.414	0.17
ATP5G2	3.596	3.314	7.431	6.315	5.416	4.351	2.475	3.912	7.833	5.301	2.358
ZNF107	1.227	0.845	2.354	2.134	3.806	0.456	3.771	9.162	0.945	18.147	5.811
ZNF137	0.532	0.414	0.705	0.473	1.105	0.13	0.443	0.835	0.197	0.981	0.682
ATP5J2	2.429	3.605	4.833	5.613	4.415	3.001	1.494	1.017	2.118	1.747	1.784
ATP5SL	1.951	2.354	3.533	3.299	3.181	4.487	2.333	1.046	1.409	2	1.305
ATP6V0A1	4.107	5.914	4.437	25.177	14.898	3.578	7.38	5.02	8.702	6.666	6.665
ATP6V0A1	4.089	5.894	4.417	25.068	14.833	3.562	7.354	5.021	8.664	6.637	6.636
ATP6V0A1	4.086	5.884	4.414	25.049	14.822	3.559	7.342	4.995	8.663	6.632	6.632
ATP6V0E2	0.458	0.236	0.383	4.14	1.237	1.055	0.155	0.148	0.065	0.177	0.19
ATP6V1C1	5.15	1.966	4.095	21.144	9.566	6.257	5.174	5.689	2.304	8.873	5.232
ATP6V1D	4.268	1.602	7.651	14.802	7.554	3.083	2.894	2.233	1.825	2.982	4.087
ATP6V1E1	50.068	20.415	71.08	183.369	64.167	33.735	36.105	24.809	37.577	49.63	44.291
ATP6V1E1	48.716	20.242	69.128	178.23	63.343	32.382	35.179	24.15	37.164	48.114	43.396
ATP6V1H	3.779	1.495	2.753	16.878	8.383	2.335	3.956	1.913	1.367	4.234	3.033
ATP7A	1.497	0.745	1.342	0.745	2.058	0.492	2.03	1.935	0.935	2.378	1.659
ZNF181	1.207	0.427	3.664	1.939	2.645	1.373	1.206	4.278	2.457	2.599	2.599
ATPAF1	3.808	2.476	16.87	11.951	7.09	6.007	2.008	3.505	6.057	3.474	4.263
ATRN	7.498	3.701	11.894	19.828	13.891	19.68	6.322	11.599	5.012	9.916	10.365
ATRN	4.124	2.068	6.412	11.947	7.759	10.42	3.626	6.202	2.783	5.765	5.626
ATXN1	1.598	2.294	2.384	6.102	2.113	1.387	2.674	3.168	3.511	3.445	2.512
ATXN10	2.228	1.514	5.045	10.278	4.45	5.209	2.842	5.558	2.732	5.019	4.843
ATXN3	1.304	0.568	1.368	1.417	1.439	0.473	1.515	2.683	0.793	2.628	2.351
ATXN3	1.356	0.583	1.48	1.498	1.495	0.491	1.567	2.853	0.78	2.646	2.43
ATXN3	1.459	0.652	1.529	1.756	1.501	0.565	1.499	2.967	0.634	2.498	2.643
ATXN3	1.354	0.585	1.453	1.51	1.505	0.488	1.558	2.823	0.764	2.609	2.379
ATXN3	1.833	0.724	1.791	2.095	1.787	0.629	1.869	3.53	0.888	3.111	3.209
ATXN3	2.432	0.87	2.304	2.976	2.148	0.749	2.445	4.365	1.128	3.728	3.977
AUP1	2.909	2.615	2.768	2.458	3.794	4.625	2.942	1.175	1.637	4.23	2.504
ZNF248	0.79	1.132	1.256	3.787	1.637	0.423	1.249	3.581	1.371	1.675	1.782
AURKAIP1	5.452	6	6.704	6.583	6.274	9.535	2.111	1.242	4.964	3.719	4.34
AURKC	1.116	0.37	1.193	1.273	0.578	0.162	0.768	0.369	0.907	6.826	14.064
AUTS2	0.535	0.952	0.532	1.655	0.315	0	0.651	2.355	0.351	1.017	0.933
AUTS2	1.398	3.123	1.592	5.47	3.989	2.368	3.526	5.389	3.589	1.81	2.185
AVP	0	0	0	3.244	0.06	0	0	0	0	0	0
AVPR2	0.068	0	0.023	0	0.057	0	0.017	0	0.027	0.047	0
AXIN1	0.682	2.972	0.86	0.942	0.894	0.934	1.032	0.874	0.766	1.65	0.775
AXIN2	0.512	3.66	1.538	1.899	0.416	0.374	2.15	3.402	2.045	1.603	1.865
AXL	2.542	2.288	2.755	2.598	0.898	1.411	2.686	2.174	1.303	5.338	3.639
AZI1	0.375	0.654	0.505	0.408	0.338	0.146	0.351	0.563	0.406	0.821	0.802
AZIN1	6.157	3.596	9.608	14.675	9.117	9.215	11.381	13.071	6.035	14.058	11.058
B3GALNT1	0.491	0.328	5.71	6.747	3.228	0.123	1.459	1.956	0.182	0.802	1.725
B3GALT2	0.093	0.71	14.46	15.955	0.465	0.24	0.804	2.745	0.201	0.487	1.074
B3GALT5	0	0.73	0	0.14	0	0	0	0.028	0.033	0	0.093
B3GALT5	0	0.791	0	0.178	0	0	0	0.028	0.032	0	0.114
B3GALT5	0	0.769	0	0.144	0.005	0	0.008	0.034	0.026	0	0.092
B3GNT2	2.605	1.338	2.279	2.136	4.634	2.329	3.627	1.279	0.68	3.64	2.613
B3GNT4	0	0.188	0.087	0.101	0.185	0	0.038	0.204	0	0.034	0.323
B4GALNT2	0	5.217	0	0	0.56	0	0	0	0	0	0.008
B4GALNT4	0.021	0.037	0.016	0.79	0.016	0	0.016	0.239	0.013	0	0.018
B4GALT5	3.123	3.253	5.545	5.05	6.009	3.06	5.36	2.683	7.56	8.612	6.055
BACH1	6.854	4.19	10.262	14.476	10.7	8.921	17.165	13.371	15.169	22.034	15.47
BACH1	5.077	2.849	7.36	9.504	7.175	6.945	14.615	9.792	12.048	17.26	10.133
BAG1	2.976	3.903	12.29	4.401	9.912	4.329	5.774	3.982	18.392	8.941	7.505
BAG4	3.012	1.202	1.282	5.14	1.64	2.191	1.294	2.536	0.744	1.967	1.768
BAG5	5.773	3.029	5.504	6.879	7.279	3.494	5.6	5.137	4.363	9.006	13.495
BAGE	0	0.054	0.039	0	0.058	0	0.059	0.061	0	0.053	0.099
BAGE4	0	0	0	0	0	0	0	0	0	0	0
BAIAP2	0.14	0.569	0.264	2.16	1.288	1.61	1.454	0.206	0.085	0.351	0.84
BAK1	0.787	1.712	1.241	0.622	1.361	0.48	0.618	0.797	0.446	2.119	0.665
BANK1	3.349	0.851	0.401	0.297	1.239	0.047	1.936	0.134	0.045	29.126	1.731
BANP	1.125	2.202	1.235	0.939	1.036	1.077	1.54	2.009	0.792	1.945	2.318
BANP	1.093	2.138	1.199	0.912	1.006	1.046	1.496	1.951	0.769	1.889	2.251
BARD1	0.467	1.477	0.949	1.987	0.536	0.203	1.209	1.637	4.081	1.478	3.077
BARHL1	0	0	0	0	0	0	0	0	0	0	0
ZNF324	0.086	0.326	0.081	0.341	0.148	0.095	0.132	0.237	0.133	0.22	0.068
ZNF343	2.672	1.68	2.102	2.318	2.458	1.563	1.401	3.405	2.66	2.968	2.81
ZNF404	0.478	0.168	1.275	1.563	0.453	0.044	0.552	0.949	0.604	0.62	0.979
BATF	0.708	0.965	1.039	0.569	0.079	0.043	1.998	0.144	0.215	4.464	0.454
BATF3	1.834	1.887	2.964	11.278	0.813	0.33	2.073	0.685	0.703	10.225	0.943
BAX	1.526	1.536	2.082	1.722	3.178	2.683	4.072	2.395	0.953	8.74	1.527
BAZ1A	6.705	3.31	7.605	3.303	4.137	6.364	18.86	5.426	6.563	26.793	20.474
BAZ1B	12.616	5.635	12.81	14.22	9.521	9.713	9.658	16.52	10.855	16.3	13.723
BBC3	0.478	0.836	0.424	1.355	0.241	0.132	1.396	0.637	3.008	1.552	0.571
BBS1	0.272	0.847	0.365	1.349	1.684	0.313	0.411	0.998	0.284	0.701	0.726
BBS10	2.726	0.732	1.842	4.198	2.53	1.221	2.018	3.866	2.216	4.387	2.63
BCAN	0.039	0.306	0	9.903	0.071	0.057	0.089	0.04	0.016	0.08	0.148
BCAP29	8.002	2.009	18.645	12.641	4.676	7.348	7.378	6.157	6.244	7.953	14.636
BCAP31	40.028	10.893	10.189	17.573	23.879	15.978	14.595	6.186	3.776	17.311	16.35
BCAR3	3.649	3.553	3.323	2.151	4.749	2.3	2.138	2.036	6.061	1.674	3.695
BCAS2	10.612	1.897	13.87	30.201	12.313	14.231	6.296	11.371	10.068	11.516	13.271
BCAS4	0	0.069	0.067	0.41	0.084	0.073	0	0.138	0	0.389	0.127
BCAS4	0	0.062	0.06	0.365	0.074	0.065	0	0.185	0	0.449	0.113
BCAS4	0	0.057	0.056	0.339	0.069	0.06	0	0.172	0	0.416	0.105
BCAT2	0.046	0.354	0.42	0.19	0.696	0.152	0.619	0.349	0.362	0.493	0.294
BCCIP	28.077	18.612	29.955	29.487	26.082	61.175	17.842	17.09	23.948	26.35	33.8
BCCIP	20.979	15.618	23.419	22.487	21.623	46.209	14.396	12.733	19.02	20.382	28.616
BCCIP	12.954	9.651	14.477	14.14	13.129	28.152	8.894	8.527	11.223	12.6	17.177
BCDIN3D	0.407	0.325	0.362	0.443	0.491	1.06	5.331	0.402	0.308	0.532	1.188
BCKDHB	0.93	0.665	1.708	2.093	1.758	1.943	0.533	1.108	0.395	0.527	1.056
BCKDK	0.473	0.343	0.746	0.627	0.461	0.745	0.403	0.23	0.593	0.444	0.303
BCL11A	0.031	0.424	0.251	1.134	0.069	0.007	0.242	0.12	0.004	2.037	0.098
BCL2A1	2.531	0.191	1.661	2.893	0.157	0.129	14.886	0.081	0.259	16.454	0.765
BCL2L14	0.039	2.408	0.03	0.08	0.088	0.043	0.224	0.02	0.012	0.255	1.751
ZNF414	0.092	0.194	0.343	0.19	0.326	0.102	0.118	0.932	0.316	0.764	0.538
BCL7A	0.181	0.345	0.812	1.235	1.132	0.277	0.379	0.389	1.023	0.556	0.361
BCL7A	0.178	0.339	0.798	1.214	1.113	0.273	0.373	0.383	1.006	0.547	0.355
BCMO1	0	0.816	0.023	0.593	2.452	2.037	0.058	0.491	0.018	0.052	0.517
BCOR	1.081	1.985	2.212	1.588	2.27	1.115	2.011	3.252	3.37	2.844	3.101
BCOR	1.08	1.971	2.187	1.571	2.294	1.109	2.002	3.264	3.34	2.868	3.089
ZNF417	0.508	0.64	0.678	0.918	0.887	0.284	0.607	1.61	0.539	1.614	0.767
BCS1L	0.48	0.707	0.423	0.756	0.918	0.919	0.253	0.251	0.704	0.21	0.226
BCS1L	0.64	0.959	0.482	0.775	1.048	1.121	0.442	0.555	0.682	0.382	0.49
BDH1	0.311	1.82	0.783	1.09	0.978	2.182	0.621	0.32	0.113	0.473	0.164
BDNF	0.205	0.048	4.2	2.668	0.177	0.022	0.69	0.679	0.26	0.121	0.35
BDNF	0.192	0.045	3.936	2.5	0.166	0.02	0.647	0.636	0.244	0.114	0.328
BDNF	0.187	0.044	3.834	2.435	0.162	0.02	0.63	0.62	0.237	0.111	0.319
BDNF	0.185	0.043	3.792	2.406	0.16	0.019	0.623	0.612	0.234	0.11	0.316
BDNF	0.178	0.049	3.34	2.112	0.207	0.026	0.6	0.574	0.206	0.112	0.28
BEND4	0	0.067	0.004	0.544	0.051	0.042	0.129	0.131	0.008	0.946	3.986
BEND7	1.167	1.236	1.418	0.824	4.612	1.287	1.641	1.422	1.794	0.573	3.448
BET1	0.96	0.202	0.682	0.755	1.296	0.754	0.886	1.419	0.4	1.319	0.861
BEX2	0.103	2.107	4.791	90.173	9.115	0.226	3.445	12.844	3.934	4.965	16.675
BEX4	9.439	10.54	14.654	89.468	18.556	2	9.12	11.398	1.203	19.444	26.325
BEX5	0.299	0.957	1.301	44.322	3.838	0.424	4.171	2.189	0.026	1.742	4.012
BFSP1	0.321	0.037	0.344	0.515	0.423	0.059	0.493	0.829	0.108	0.148	2.175
BFSP2	0	0.174	0	0	0.034	0	0.035	0.071	0	0.031	0
BHLHB9	0.451	0.468	0.637	5.085	0.82	0.199	0.43	1.1	0.344	0.649	1.411
BHLHB9	0.504	0.479	0.685	5.182	0.972	0.228	0.492	1.286	0.343	0.734	1.484
BHLHE41	9.379	4.431	3.005	28.111	2.032	0.118	4.493	5.838	13.215	5.431	6.114
BHMT	0.338	0.195	0.052	0.106	116.957	61.726	0.113	0.354	0.285	0.63	0.42
BID	0.915	0.363	0.727	1.46	0.619	2.018	0.385	0.497	0.554	1.647	0.457
BIN1	3.289	1.797	0.814	19.499	6.213	1.168	1.111	1.704	40.785	3.661	0.802
BIRC5	0.154	0.323	0.12	0	0.014	0	0.344	0.088	0.042	0.232	0.364
BIRC7	0	0.019	0	0.143	0	0	0.043	0	0	0	0
BLCAP	13.371	7.961	14.007	32.732	13.876	10.731	6.398	11.386	50.727	10.357	8.292
BLCAP	13.332	7.937	13.965	32.636	13.835	10.699	6.379	11.353	50.578	10.327	8.267
BLCAP	12.34	7.347	12.927	30.209	12.806	9.903	5.905	10.508	46.816	9.559	7.653
BLOC1S1	58.483	58.937	55.861	102.408	48.427	88.393	30.318	42.222	69.047	72.232	20.727
BLOC1S2	8.418	2.185	8.741	25.459	7.548	9.568	8.987	4.946	7.581	17.427	7.469
BLVRA	3.838	0.642	4.742	3.014	5.368	0.899	7.107	3.697	2.818	11.581	4.338
BMF	0.625	0.971	0.326	0.115	0.514	0.104	1.178	1.03	0.441	2.048	0.3
BMP1	0.367	0.467	0.378	0.229	0.205	0.416	0.416	0.334	0.117	0.608	0.367
BMP4	0.322	1.351	0.653	0.371	0.497	0.063	0.291	1	0.504	0.17	0.372
BMP8B	0.01	0.089	0	0.09	0.049	0.011	0.045	0.036	0	0.02	0.112
BMS1	3.468	2.1	4.36	3.626	3.549	3.887	2.798	3.41	3.795	5.009	6.59
BNIP2	9.439	3.463	12.028	5.118	5.031	5.456	13.05	9.496	6.043	16.687	10.156
BOC	0.884	0.859	0.479	0.46	0.303	0	0.191	1.867	0.286	0.368	0.964
BOD1	9.619	5.951	16.098	10.383	9.746	7.394	6.553	19.976	22.776	11.535	15.05
BOD1L	10.558	4.059	11.128	15.185	10.859	5.023	10.698	21.07	8.271	24.077	24.203
BOK	0.424	0.168	0.1	0.466	0.299	0.685	0.065	0.089	0.017	0.029	0.024
BOLA2	0	0	0	0	0	0	0	0	0	0	0
BOLA3	0.395	0.83	2.526	1.956	1.595	0.697	0.486	0.578	0.383	0.273	0
BOLA3	4.375	3.203	9.758	6.429	7.262	7.386	2.753	1.214	2.85	2.475	2.434
ZNF419	0.886	0.751	0.82	2.068	0.989	0.429	1.064	1.626	0.64	1.988	1.201
PRHOXNB	1.548	0	0	0	0	0	0.054	0	0	0	0
PRNT	0	0	0	0	0	0	0	0	0	0	0.134
PSG10	0	0	0	0.044	0	0	0	0	0	0	0.099
BPTF	7.614	6.065	10.952	10.967	11.476	5.609	10.478	18.551	10.369	19.475	22.09
BRAF	5.21	11.277	6.258	12.077	7.64	4.057	8.274	8.178	3.918	8.465	13.01
BRCA1	1.683	7.558	1.3	1.007	0.5	2.944	1.044	0.943	0.791	1.763	4.206
BRCA1	1.661	7.462	1.283	0.994	0.494	2.907	1.031	0.931	0.781	1.741	4.152
BRCC3	5.665	2.283	6.415	4.965	8.32	6.365	5.133	5.191	5.953	7.809	3.01
BRD2	15.664	16.671	18.743	23.221	19.74	14.392	20.497	29.725	17.029	36.82	31.014
BRD2	15.321	16.441	18.36	22.924	19.333	14.139	20.037	29.141	16.735	36.094	30.454
BRD9	2.959	3.657	2.741	4.474	2.974	1.294	2.119	3.203	2.502	3.3	3.826
BRDT	0	0	0.024	0.012	0	0	0.072	0.006	0	0	27.611
BRE	6.446	6.647	6.937	9.12	9.106	6.37	4.122	5.339	5.078	7.672	6.773
BRI3	6.174	2.146	8.791	3.497	7.243	5.788	7.034	3.255	9.165	10.049	3.727
BRIX1	3.372	2.2	4.682	6.216	4.613	4.261	3.037	3.016	2.514	6.279	6.13
BRMS1	3.604	4.687	4.182	3.076	7.827	5.113	3.96	2.41	3.282	7.347	5.613
BRP44	26.391	20.517	38.261	39.43	31.034	110.794	8.096	8.425	18.409	7.713	29.117
BRPF1	1.138	1.758	0.871	1.512	0.941	0.585	0.935	1.081	0.595	1.644	2.118
PSG8	0	0	0	0.026	0	0	0	0.08	0	0	0.054
NEK6	6.485	5.129	3.762	7.455	7.253	12.254	4.43	3.52	1.636	6.432	2.709
BRWD3	2.006	2.691	2.81	4.133	3.61	2.817	6.272	7.541	1.339	8.605	11.006
BSCL2	1.081	1.009	0.549	10.802	2.047	1.352	1.427	1.037	0.546	1.134	3.655
BSDC1	2.022	1.712	1.325	3.552	1.262	2.155	1.45	1.823	1.2	1.842	2.252
BSDC1	2.006	1.702	1.351	3.41	1.363	2.071	1.454	1.83	1.168	1.885	2.306
BST1	0.67	0.226	0.567	0.179	0.651	0.055	0.744	0.584	0.15	1.15	0.127
BTAF1	1.581	1.684	2.225	1.976	2.569	1.946	3.459	3.609	2.006	5.048	4.225
BTBD16	0.04	0.028	0	0.226	0.01	0.877	0.061	0.01	0.168	0	0.424
BTBD7	2.002	1.893	2.098	3.556	5.906	1.767	2.09	4.646	2.243	4.756	3.084
BTBD9	0.597	0.906	0.982	2.532	1.145	0.344	1.172	1.438	0.341	1.164	1.059
BTBD9	0.609	0.964	1.036	2.568	1.178	0.357	1.259	1.502	0.371	1.242	1.101
BTC	0.139	0.389	0	0	0.224	0	0.32	0.102	0.151	0	0.107
BTF3	5.939	4.159	4.373	5.096	2.91	7.428	4.342	7.814	3.81	4.676	2.273
BTF3L4	3.514	1.75	6.342	9.813	3.891	3.343	3.62	9.404	7.722	5.34	6.223
BTG3	0.969	0.743	1.639	2.547	1.048	1.629	4.435	1.617	0.237	2.106	5.349
BTLA	0.069	0.088	0.012	0	0.046	0.05	0.114	0.06	0.014	2.156	0.029
BTN2A2	1.175	1.292	0.706	0.776	0.781	0.25	2.656	1.159	0.424	2.73	1.523
BTN3A1	6.098	5.667	5.639	2.88	5.122	1.67	19.036	15.935	3.842	31.541	6.103
BTN3A2	3.978	3.879	2.328	1.69	1.659	2.062	6.068	3.11	1.231	12.95	1.045
BTNL2	0	0	0	0.028	0.014	0	0	0	0	0.074	0
BTNL8	0.1	1.224	0.042	0	0.076	0.11	0.294	0.035	0.05	0.219	0.896
BTRC	1.881	2.155	5.391	13.655	3.293	2.116	1.635	5.192	2.652	3.636	6.836
BUD13	4.099	3.745	3.789	3.799	3.247	3.162	4.665	6.303	4.843	7.259	8.745
BUD31	11.055	6.879	8.15	18.927	12.106	11.342	8.828	9.745	4.499	12.295	15.051
BVES	0.62	1.378	11.27	1.191	0.519	0.11	0.631	0.387	11.812	0.291	2.871
BZRAP1	0.181	0.928	0.164	6.204	0.504	0.027	0.556	0.522	0.121	0.673	0.119
BZRAP1	0.177	0.906	0.16	6.079	0.492	0.026	0.543	0.51	0.119	0.657	0.116
C10orf10	20.089	2.834	3.991	3.679	2.205	1.711	26.859	2.425	6.434	4.882	9.44
C10orf105	0.054	0.016	0.028	0.512	0.008	0.017	0.03	0.101	0	0.225	0.043
PTK2B	1.275	2.849	1.176	9.526	2.149	0.684	2.839	0.46	0.326	8.185	1.726
PTPLB	29.667	6.976	9.737	16.982	14.011	20.444	11.493	9.453	3.016	14.098	23.067
PTPN20A	0	0	0	0	0	0	0	0	0	0	0
PTPN20B	0	0	0	0	0	0	0	0	0	0	0
C10orf116	27.759	2.602	2.83	2.763	4.194	1.809	5.632	3.259	3.111	1.285	2.287
C10orf122	0	0	0	0	0	0	0	0	0	0	0.68
C10orf125	0.261	0.32	0.265	0.27	0.99	2.884	0.201	0.273	0	0.542	0.084
C10orf125	0.622	0.402	0.267	0.395	1.352	5.17	0.257	0.2	0.029	0.661	0.245
PTPN20B	0	0	0	0	0	0	0	0	0	0	0
C10orf18	2.255	1.676	4.401	3.702	3.728	4	3.126	4.549	3.978	5.959	10.411
C10orf2	1.252	1.873	2.96	3.143	2.529	3.316	0.855	2.721	4.175	4.476	5.434
PXMP3	1.157	0.74	1.558	1.592	1.562	1.388	0.819	1.378	1.305	1.78	1.221
C10orf46	3.095	1.778	3.656	3.581	2.355	1.923	2.707	2.973	3.583	3.696	3.658
C10orf54	0.908	0.42	0.66	0.468	0.299	0.373	0.799	0.515	0.112	3.766	0.365
C10orf55	0	0.051	0.022	0	0.148	0.016	0.011	0	0.044	0.142	0.263
C10orf68	0.203	0.312	0.411	0.975	0.955	0.149	0.592	1.364	0.36	0.897	13.127
C10orf71	0.037	0.112	5.99	0	0.106	0.041	0.028	0.026	30.737	0.009	0.148
C10orf72	0.203	0	0.146	0.087	0.153	0.019	0.13	0.265	0	0.058	0.108
RAB23	1.471	3.406	4.63	4.727	1.756	1.045	3.382	6.718	2.552	1.525	3.756
C10orf84	11.138	3.348	6.265	12.069	7.127	7.218	4.68	6.232	6.069	7.94	8.095
C10orf88	0.25	0.058	0.211	0.81	0.348	0.171	0.156	0.193	0.18	0.518	0.452
C10orf90	0.203	0	0	2.485	0.024	0	0	0	0	0	0.57
C11orf17	1.628	1.828	2.409	3.563	1.928	1.704	1.814	1.601	1.836	2.737	2.602
C11orf17	1.518	1.676	2.208	3.266	1.78	1.561	1.663	1.468	1.683	2.509	2.385
C11orf21	0.101	0.106	0.103	0.017	0	0	0.052	0.018	0	0.268	0.036
C11orf24	2.009	1.627	2.102	1.442	1.341	3.758	0.766	1.06	0.508	1.957	1.522
C11orf48	1.836	2.24	2.655	4.593	2.641	6.323	1.241	1.514	2.375	3.828	2.531
C11orf49	0.592	1.218	0.611	3.667	1.43	0.306	1.224	1.704	1.177	1.165	1.589
C11orf51	0.25	0.321	0.19	0.086	0.336	0.23	0.576	0.109	0.328	0.749	0.445
C11orf57	1.925	0.887	2.718	2.767	3.001	1.322	2.101	3.089	1.678	3.302	3.23
C11orf58	19.107	9.569	23.387	31.102	17.162	29.418	18.302	21.849	19.389	25.847	21.919
C11orf58	18.712	9.403	22.903	30.459	16.848	28.81	17.924	21.397	18.988	25.313	21.466
RAB4B	0.451	0.609	0.638	1.861	1.838	0.64	1.164	0.152	0.234	1.648	0.495
RAB9P1	0	0	0	0	0	0	0	0	0	0	0
C11orf63	1.949	0.951	0.7	1.524	2.426	0.109	0.788	1.04	0.119	1.62	4.776
C11orf65	0.071	0.1	0.036	0.33	0.413	0.196	0.137	0	0.086	0.123	3.416
C11orf67	26.884	8.725	29.405	8.871	11.257	7.154	11.712	11.703	29.474	9.422	9.21
C11orf68	0.425	0.496	0.648	0.878	0.441	0.156	0.945	0.705	1.002	0.931	0.575
C11orf73	0.513	0.282	1.598	0.793	0.869	0.889	0.591	0.364	0.576	0.987	0.86
C11orf82	0.113	0.303	0.105	0.096	0.177	0.034	0.127	0.2	0.106	0.449	0.849
C11orf88	0	0	0	2.07	0	0	2.65	0.188	0.062	0	2.899
C11orf88	0	0	0.07	1.859	0.07	0	2.38	0.169	0.056	0	2.604
C12orf10	1.874	1.228	1.519	7.048	2.548	2.534	1.162	2.704	1.318	2.362	2.439
C12orf12	0	0	0	0	0	0	0	0	0	0	13.686
C12orf24	0.797	0.558	1.789	6.103	0.878	0.879	1.467	3.082	0.614	2.872	5.207
C12orf29	0.115	0.179	0.538	0.712	0.439	0.381	0.295	0.575	0.263	0.716	0.366
C12orf32	0.855	1.702	0.48	3.088	1.431	0.968	1.038	2.284	0.259	2.427	2.796
C12orf32	0.78	1.474	0.445	2.735	1.25	0.839	0.914	2.009	0.224	2.103	2.472
C12orf34	0	0.132	0.143	0.541	0.353	0.148	0.01	0.31	0.09	0.809	0.511
C12orf43	0.23	0.161	0.398	0.888	0.686	0.464	0.132	0.5	0.22	0.37	0.482
C12orf44	0.715	0.644	0.701	1.107	1.045	1.1	1.337	0.174	0.48	0.972	0.982
RABL3	4.539	0.881	3.913	5.045	4.77	3.287	1.775	3.765	2.199	3.61	3.255
C12orf54	0	0	0	0.171	0	0	0.032	0.108	0.1	0	4.579
C12orf56	0	0.075	0	0.073	0.727	0	0	0	0	0	1.168
NEK6	6.364	5.033	3.692	7.316	7.118	12.026	4.348	3.447	1.606	6.274	2.658
C12orf59	0.079	0.018	0.007	0.204	29.709	0	0.091	0.014	0	0.009	0.034
C12orf67	0.064	0.15	0.109	0	0.163	0.071	0.248	0.09	0.169	0.119	0.119
C12orf71	0	0.027	0.039	0.039	0.154	0.084	0.234	1.412	0.023	0.263	0.357
C12orf72	0.135	0.083	0.249	0.21	0.316	0.149	0.104	0.381	0.308	0.387	0.398
C12orf73	0.412	0.076	0.363	0.918	0.493	0.838	0.25	0.931	0.131	0.405	0.741
C12orf74	0	0	0	0	0	0	0.062	0	0	0.037	0
C12orf77	0	0	0	0	0	0	0	0.013	0.059	0.101	0.01
RAD21L1	0	0	0	0	0.01	0	0	0	0.037	0	6.861
RAG1AP1	6.156	8.601	4.72	3.754	7.175	11.732	7.653	2.31	0.584	11.568	5.232
C13orf18	0.203	0.369	0.056	0.343	0.07	0.051	0.263	0.063	0.022	1.647	0.603
C13orf23	0.964	1.535	2.041	2.026	2.43	0.717	1.505	1.637	1.073	4.726	2.461
C13orf30	0.089	0.164	0.588	0.379	0.051	0.012	3.09	0.175	0.04	0.062	0.475
C13orf31	3.781	1.96	4.128	4.782	3.118	2.034	4.34	2.033	0.809	4.974	8.321
C13orf34	0.252	0.223	0.242	0.041	0.147	0.175	0.418	0.27	0.136	0.412	0.3
C13orf38	0.541	0.158	0.229	1.441	0.796	0	0.381	0.236	0.027	0.093	12.065
C13orf38	0.492	0.172	0.208	1.312	0.787	0	0.41	0.215	0.199	0.312	12.581
C13orf38	0.47	0.137	0.199	1.212	0.613	0	0.211	0.164	0.024	0.081	10.014
C14orf1	0.768	1.563	0.768	2.006	1.636	4.872	1.772	1.231	0.799	1.494	4.715
C14orf105	0.015	0.082	0	0.03	15.729	2.613	0.045	0.008	0.089	0.01	0.712
RBM12	5.61	5.752	9.589	9.487	8.703	5.526	8.193	17.221	7.513	17.747	14.453
C14orf118	3.254	3.638	4.888	4.79	4.756	1.252	4.891	5.373	4.999	6.276	6.203
C14orf118	3.279	3.647	4.881	4.761	4.764	1.277	4.896	5.318	4.951	6.249	6.197
C14orf135	3.334	1.556	7.387	6.061	8.332	1.7	4.137	8.742	3.467	7.679	8.483
C14orf139	3.369	0.21	1.083	0.564	0.25	0.1	0.32	0.565	0.189	1.52	0.967
C14orf142	0.187	0.59	1.11	0.902	1.056	0.379	0.769	0.441	0.511	1.641	0.44
C14orf149	2.047	0.521	1.674	0.384	2.175	1.203	0.634	1.043	0.612	1.048	1.022
C14orf159	2.288	3.074	5.958	2.831	5.115	0.664	1.626	1.954	5.3	3.276	3.366
C14orf159	2.111	2.905	5.522	2.65	4.807	0.613	1.529	1.841	4.913	3.031	3.127
C14orf159	1.997	2.813	5.228	2.506	4.575	0.605	1.464	1.741	4.667	2.899	2.967
C14orf165	0.158	0.111	0.06	0.082	0.44	0	0.305	0.207	0.12	0.63	0.169
